,age,gender,time_spent,platform,interests,location,demographics,userid,profession,income,indebt,isHomeOwner,Owns_Car,income_range,,,
,53,non-binary,9,Instagram,Travel,United States,Sub_Urban,544,Software Engineer,10340,False,False,True,Low,,,
,35,female,9,Facebook,Sports,United Kingdom,Rural,545,Student,17422,True,True,True,High,,,
,56,male,7,YouTube,Lifestlye,Australia,Urban,546,Student,14133,False,True,False,Medium,,,
,49,female,2,Instagram,Lifestlye,Australia,Urban,547,Marketer Manager,10659,True,True,False,Low,,,
,41,male,5,YouTube,Travel,United States,Sub_Urban,548,Marketer Manager,19752,True,True,True,High,,,
,40,male,4,YouTube,Lifestlye,Australia,Urban,549,Student,13457,True,True,True,Medium,,,
,49,female,8,Facebook,Travel,United Kingdom,Urban,550,Marketer Manager,19848,True,True,True,High,,,
,54,male,2,Facebook,Sports,Australia,Sub_Urban,551,Software Engineer,12975,False,True,True,Medium,,,
,29,male,6,Facebook,Sports,United States,Rural,552,Marketer Manager,19241,False,True,False,High,,,
,30,non-binary,5,Facebook,Travel,Australia,Sub_Urban,553,Marketer Manager,10453,False,False,False,Low,,,
,40,male,2,Facebook,Travel,United Kingdom,Rural,554,Software Engineer,19896,False,True,True,High,,,
,42,female,1,Facebook,Lifestlye,United States,Sub_Urban,555,Marketer Manager,18184,True,True,True,High,,,
,52,female,8,Facebook,Sports,United Kingdom,Rural,556,Student,15442,True,True,False,Low,,,
,58,male,2,Facebook,Travel,United States,Sub_Urban,557,Software Engineer,10818,True,True,True,Low,,,
,47,non-binary,7,Instagram,Sports,Australia,Rural,558,Student,14868,True,False,False,Medium,,,
,34,non-binary,9,YouTube,Travel,United States,Sub_Urban,559,Software Engineer,10012,False,True,True,Low,,,
,37,male,9,Facebook,Sports,United States,Rural,560,Student,17727,True,False,False,High,,,
,42,male,8,Facebook,Lifestlye,Australia,Sub_Urban,561,Student,10920,False,False,True,Low,,,
,39,female,9,YouTube,Sports,United Kingdom,Urban,562,Marketer Manager,14920,True,False,True,Medium,,,
,30,male,2,Instagram,Sports,Australia,Rural,563,Student,12418,True,True,False,Medium,,,
,36,non-binary,6,YouTube,Sports,United States,Sub_Urban,564,Marketer Manager,19506,True,True,False,High,,,
,53,male,4,YouTube,Sports,Australia,Rural,565,Software Engineer,16475,True,True,True,High,,,
,29,female,4,Facebook,Sports,United States,Rural,566,Student,12017,False,False,True,Medium,,,
,58,female,5,YouTube,Lifestlye,Australia,Sub_Urban,567,Student,17957,False,False,False,High,,,
,36,female,3,YouTube,Travel,Australia,Rural,568,Software Engineer,19420,False,False,False,High,,,
,29,female,1,Facebook,Sports,United Kingdom,Sub_Urban,569,Software Engineer,14792,False,False,True,Medium,,,
,26,female,8,Facebook,Lifestlye,United States,Urban,570,Student,16830,True,True,True,High,,,
,24,male,5,Facebook,Sports,United Kingdom,Rural,571,Software Engineer,12434,True,True,False,Medium,,,
,45,male,3,Facebook,Sports,United States,Urban,572,Marketer Manager,12868,False,True,False,Medium,,,
,31,male,7,YouTube,Travel,Australia,Rural,573,Software Engineer,11438,False,False,False,Low,,,
,48,male,7,YouTube,Sports,United States,Rural,574,Software Engineer,13543,True,False,False,Medium,,,
,36,female,1,Instagram,Lifestlye,United Kingdom,Rural,575,Student,11781,True,True,False,Low,,,
,64,non-binary,9,Instagram,Lifestlye,United Kingdom,Sub_Urban,576,Marketer Manager,16343,False,True,True,High,,,
,33,male,2,YouTube,Travel,United Kingdom,Urban,577,Software Engineer,12263,False,False,True,Medium,,,
,22,non-binary,5,Instagram,Sports,United States,Rural,578,Marketer Manager,10211,False,True,False,Low,,,
,52,male,5,YouTube,Lifestlye,United Kingdom,Sub_Urban,579,Marketer Manager,18699,True,True,True,High,,,
,29,male,8,Instagram,Sports,United Kingdom,Rural,580,Marketer Manager,16159,False,False,True,High,,,
,42,non-binary,8,Facebook,Sports,United Kingdom,Sub_Urban,581,Student,17027,False,False,False,High,,,
,38,female,7,Instagram,Sports,Australia,Rural,582,Software Engineer,10331,False,False,True,Low,,,
,53,male,7,Facebook,Travel,Australia,Urban,583,Student,16860,False,True,True,High,,,
,40,male,6,Facebook,Sports,United States,Urban,584,Software Engineer,18044,False,False,True,High,,,
,33,male,6,Facebook,Lifestlye,United States,Rural,585,Software Engineer,18169,True,True,False,High,,,
,56,non-binary,9,Facebook,Sports,United Kingdom,Sub_Urban,586,Student,18742,False,True,False,High,,,
,62,female,6,Instagram,Lifestlye,Australia,Rural,587,Marketer Manager,15720,True,False,True,Low,,,
,59,non-binary,2,YouTube,Sports,United Kingdom,Sub_Urban,588,Marketer Manager,19133,False,True,True,High,,,
,56,non-binary,2,Facebook,Lifestlye,United Kingdom,Rural,589,Software Engineer,10727,False,False,True,Low,,,
,31,female,5,Instagram,Lifestlye,Australia,Sub_Urban,590,Student,14975,False,False,True,Medium,,,
,48,non-binary,4,Facebook,Sports,Australia,Urban,591,Marketer Manager,13243,True,True,True,Medium,,,
,22,female,2,Instagram,Sports,Australia,Rural,592,Marketer Manager,10648,True,True,True,Low,,,
,52,male,3,Instagram,Lifestlye,United States,Urban,593,Software Engineer,15095,True,False,False,Low,,,
,40,female,7,Instagram,Travel,United States,Urban,594,Software Engineer,16614,False,False,True,High,,,
,46,male,8,YouTube,Sports,United Kingdom,Rural,595,Student,17135,False,False,True,High,,,
,60,non-binary,6,Instagram,Travel,United States,Rural,596,Software Engineer,11009,True,False,False,Low,,,
,28,non-binary,5,Instagram,Sports,Australia,Sub_Urban,597,Marketer Manager,11550,True,False,True,Low,,,
,35,male,1,YouTube,Sports,Australia,Sub_Urban,598,Marketer Manager,18995,False,False,True,High,,,
,64,non-binary,8,YouTube,Sports,United States,Urban,599,Marketer Manager,17492,True,True,True,High,,,
,29,female,3,Instagram,Sports,United Kingdom,Sub_Urban,600,Marketer Manager,13401,False,True,True,Medium,,,
,26,male,6,YouTube,Travel,United Kingdom,Sub_Urban,601,Student,17447,True,True,False,High,,,
,27,non-binary,3,Facebook,Sports,United States,Rural,602,Student,15424,True,True,True,Low,,,
,61,male,7,Facebook,Lifestlye,United Kingdom,Sub_Urban,603,Software Engineer,14241,True,False,False,Medium,,,
,34,female,7,YouTube,Lifestlye,United Kingdom,Urban,604,Software Engineer,13161,False,True,True,Medium,,,
,55,female,9,YouTube,Travel,United Kingdom,Sub_Urban,605,Software Engineer,14155,False,True,True,Medium,,,
,24,non-binary,5,Instagram,Sports,Australia,Urban,606,Student,17478,True,False,False,High,,,
,63,female,8,YouTube,Lifestlye,Australia,Rural,607,Marketer Manager,18719,False,True,True,High,,,
,30,male,8,Instagram,Travel,United States,Urban,608,Software Engineer,19215,False,False,False,High,,,
,57,female,1,Facebook,Sports,Australia,Sub_Urban,609,Marketer Manager,16617,False,False,False,High,,,
,59,male,5,YouTube,Lifestlye,United Kingdom,Rural,610,Software Engineer,15660,False,False,False,Low,,,
,26,male,3,Instagram,Lifestlye,Australia,Sub_Urban,611,Software Engineer,18624,True,False,True,High,,,
,44,female,1,Instagram,Travel,United States,Rural,612,Software Engineer,11176,False,False,True,Low,,,
,19,non-binary,4,Facebook,Sports,Australia,Rural,613,Software Engineer,17956,False,True,True,High,,,
,22,female,8,YouTube,Sports,United Kingdom,Sub_Urban,614,Software Engineer,18592,True,True,True,High,,,
,46,male,3,Facebook,Lifestlye,United Kingdom,Sub_Urban,615,Marketer Manager,12233,False,True,False,Medium,,,
,54,male,2,Instagram,Lifestlye,United States,Rural,616,Software Engineer,14700,False,False,True,Medium,,,
,55,female,9,Instagram,Lifestlye,Australia,Rural,617,Marketer Manager,15906,False,True,True,Low,,,
,36,non-binary,5,YouTube,Sports,Australia,Sub_Urban,618,Student,17860,True,True,False,High,,,
,25,non-binary,7,Instagram,Travel,Australia,Urban,619,Software Engineer,17526,True,True,False,High,,,
,62,male,2,YouTube,Travel,United Kingdom,Sub_Urban,620,Marketer Manager,15559,False,True,True,Low,,,
,18,male,9,Facebook,Sports,United States,Rural,621,Student,16732,False,False,False,High,,,
,39,non-binary,9,YouTube,Travel,Australia,Sub_Urban,622,Student,12513,True,True,False,Medium,,,
,34,female,4,YouTube,Lifestlye,United Kingdom,Urban,623,Student,17830,True,False,False,High,,,
,24,male,4,Instagram,Travel,United Kingdom,Sub_Urban,624,Marketer Manager,19965,True,False,False,High,,,
,42,male,6,Instagram,Travel,United Kingdom,Rural,625,Software Engineer,16944,False,True,False,High,,,
,62,non-binary,6,YouTube,Travel,Australia,Sub_Urban,626,Software Engineer,17910,False,False,True,High,,,
,21,female,1,Instagram,Lifestlye,Australia,Rural,627,Marketer Manager,15649,True,False,True,Low,,,
,53,non-binary,9,Instagram,Sports,Australia,Rural,628,Software Engineer,11096,False,False,True,Low,,,
,23,female,2,Instagram,Lifestlye,Australia,Sub_Urban,629,Marketer Manager,19120,False,False,True,High,,,
,48,female,5,YouTube,Sports,Australia,Rural,630,Software Engineer,11951,False,False,True,Low,,,
,36,female,9,Instagram,Sports,Australia,Rural,631,Student,19746,False,False,True,High,,,
,61,male,4,YouTube,Sports,Australia,Urban,632,Software Engineer,19186,False,False,True,High,,,
,56,non-binary,3,Instagram,Travel,Australia,Urban,633,Marketer Manager,17799,False,True,False,High,,,
,44,non-binary,7,Facebook,Travel,Australia,Urban,634,Marketer Manager,18804,False,True,True,High,,,
,27,female,6,Instagram,Sports,United Kingdom,Urban,635,Student,10595,True,False,True,Low,,,
,43,male,8,Instagram,Sports,Australia,Rural,636,Marketer Manager,17875,True,False,True,High,,,
,36,male,3,YouTube,Travel,United States,Sub_Urban,637,Software Engineer,19033,True,True,False,High,,,
,56,non-binary,5,YouTube,Lifestlye,United Kingdom,Rural,638,Software Engineer,14439,True,True,True,Medium,,,
,20,male,4,Instagram,Sports,Australia,Rural,639,Student,15972,True,True,True,Low,,,
,62,male,4,Facebook,Lifestlye,United States,Rural,640,Marketer Manager,10858,True,True,False,Low,,,
,30,female,4,Instagram,Travel,Australia,Sub_Urban,641,Student,15519,True,False,True,Low,,,
,45,male,8,Instagram,Sports,United States,Urban,642,Software Engineer,17385,True,False,True,High,,,
,37,female,6,Facebook,Lifestlye,United States,Rural,643,Student,18636,True,True,False,High,,,
,45,non-binary,3,YouTube,Lifestlye,United States,Rural,644,Marketer Manager,19980,False,True,True,High,,,
,25,male,5,Instagram,Lifestlye,United States,Urban,645,Student,14317,False,True,False,Medium,,,
,58,non-binary,6,YouTube,Travel,United Kingdom,Rural,646,Marketer Manager,13454,True,True,True,Medium,,,
,56,non-binary,5,YouTube,Travel,United Kingdom,Sub_Urban,647,Marketer Manager,11030,False,False,True,Low,,,
,18,male,6,Facebook,Lifestlye,United States,Rural,648,Software Engineer,19487,False,True,True,High,,,
,20,male,8,Facebook,Lifestlye,Australia,Rural,649,Software Engineer,17906,True,True,False,High,,,
,30,non-binary,7,YouTube,Travel,United States,Urban,650,Software Engineer,11447,True,True,False,Low,,,
,45,male,5,Instagram,Lifestlye,United Kingdom,Rural,651,Marketer Manager,12850,True,False,False,Medium,,,
,42,female,6,YouTube,Lifestlye,Australia,Rural,652,Student,18106,False,False,True,High,,,
,50,female,4,Instagram,Travel,United Kingdom,Sub_Urban,653,Marketer Manager,17151,False,False,True,High,,,
,55,male,9,Instagram,Lifestlye,United Kingdom,Urban,654,Software Engineer,19503,True,True,False,High,,,
,23,non-binary,4,Facebook,Lifestlye,Australia,Urban,655,Software Engineer,16952,False,True,False,High,,,
,61,male,1,Instagram,Lifestlye,United States,Sub_Urban,656,Student,14055,False,True,True,Medium,,,
,62,male,7,Instagram,Travel,United States,Rural,657,Software Engineer,15402,False,False,True,Low,,,
,49,non-binary,7,YouTube,Lifestlye,United States,Urban,658,Software Engineer,19281,True,False,True,High,,,
,62,non-binary,4,Facebook,Travel,United States,Urban,659,Software Engineer,11672,False,True,True,Low,,,
,64,female,3,Instagram,Travel,Australia,Rural,660,Student,14532,False,True,False,Medium,,,
,38,non-binary,8,Instagram,Sports,Australia,Rural,661,Marketer Manager,14924,False,False,True,Medium,,,
,33,female,5,Facebook,Sports,Australia,Urban,662,Software Engineer,16085,False,True,True,High,,,
,38,non-binary,7,YouTube,Lifestlye,United Kingdom,Rural,663,Student,17734,False,True,True,High,,,
,28,male,4,Facebook,Travel,Australia,Urban,664,Software Engineer,14864,False,True,True,Medium,,,
,54,female,4,Facebook,Sports,United States,Rural,665,Student,19316,False,False,True,High,,,
,53,female,8,Instagram,Lifestlye,United Kingdom,Rural,666,Software Engineer,11221,True,True,True,Low,,,
,52,female,8,Instagram,Sports,United States,Sub_Urban,667,Student,12860,True,True,True,Medium,,,
,36,male,2,YouTube,Sports,United States,Rural,668,Software Engineer,18428,False,True,False,High,,,
,37,male,2,Instagram,Travel,Australia,Sub_Urban,669,Marketer Manager,19336,True,True,False,High,,,
,35,male,3,Instagram,Travel,Australia,Rural,670,Software Engineer,13253,False,False,False,Medium,,,
,64,male,3,Facebook,Sports,United States,Urban,671,Student,13782,False,False,True,Medium,,,
,58,male,1,Instagram,Sports,United States,Urban,672,Software Engineer,16957,False,False,False,High,,,
,31,female,3,YouTube,Travel,United Kingdom,Rural,673,Marketer Manager,10766,True,True,True,Low,,,
,32,male,6,Facebook,Lifestlye,Australia,Rural,674,Software Engineer,12681,False,False,True,Medium,,,
,48,female,8,YouTube,Travel,United Kingdom,Urban,675,Student,17710,False,True,True,High,,,
,18,male,6,Facebook,Sports,United Kingdom,Rural,676,Student,17482,True,False,True,High,,,
,20,non-binary,5,Instagram,Lifestlye,United Kingdom,Sub_Urban,677,Marketer Manager,15086,True,True,False,Low,,,
,33,female,4,Facebook,Sports,United States,Sub_Urban,678,Student,17964,False,False,True,High,,,
,40,non-binary,3,Facebook,Lifestlye,United Kingdom,Sub_Urban,679,Software Engineer,12665,True,False,True,Medium,,,
,28,female,4,Instagram,Sports,United Kingdom,Sub_Urban,680,Software Engineer,19951,True,False,False,High,,,
,29,non-binary,7,Instagram,Lifestlye,United States,Sub_Urban,681,Software Engineer,13513,False,True,False,Medium,,,
,27,male,1,YouTube,Lifestlye,Australia,Rural,682,Student,10495,False,True,False,Low,,,
,49,male,7,YouTube,Sports,Australia,Rural,683,Software Engineer,15822,False,True,True,Low,,,
,33,male,1,Instagram,Lifestlye,United Kingdom,Sub_Urban,684,Software Engineer,12072,True,False,False,Medium,,,
,25,female,2,Instagram,Travel,United States,Rural,685,Software Engineer,17795,True,True,True,High,,,
,55,non-binary,4,Instagram,Sports,Australia,Rural,686,Marketer Manager,18529,True,True,True,High,,,
,29,male,1,Facebook,Travel,United Kingdom,Sub_Urban,687,Student,13949,False,True,False,Medium,,,
,41,non-binary,9,Facebook,Sports,United Kingdom,Rural,688,Student,16033,True,True,False,High,,,
,45,non-binary,6,Facebook,Lifestlye,United States,Rural,689,Student,18328,True,True,False,High,,,
,25,male,1,Instagram,Lifestlye,United Kingdom,Rural,690,Marketer Manager,12555,False,True,True,Medium,,,
,45,male,1,YouTube,Lifestlye,Australia,Sub_Urban,691,Student,16370,False,False,True,High,,,
,53,non-binary,6,Instagram,Sports,United States,Rural,692,Marketer Manager,14415,False,False,True,Medium,,,
,43,male,4,Facebook,Travel,Australia,Urban,693,Marketer Manager,15959,True,True,True,Low,,,
,25,male,4,Facebook,Travel,Australia,Urban,694,Student,19107,False,False,True,High,,,
,45,male,6,Instagram,Sports,Australia,Sub_Urban,695,Software Engineer,15993,True,False,True,Low,,,
,45,female,7,Instagram,Sports,United Kingdom,Urban,696,Software Engineer,15021,True,True,False,Low,,,
,54,non-binary,9,Facebook,Travel,United Kingdom,Sub_Urban,697,Student,12907,False,True,True,Medium,,,
,58,non-binary,5,Facebook,Travel,Australia,Urban,698,Student,12914,False,False,False,Medium,,,
,53,female,9,Facebook,Travel,Australia,Urban,699,Marketer Manager,13870,False,True,False,Medium,,,
,44,non-binary,4,Instagram,Travel,United States,Urban,700,Student,19190,False,False,False,High,,,
,34,male,2,Facebook,Sports,United States,Sub_Urban,701,Marketer Manager,15085,False,False,False,Low,,,
,26,non-binary,3,Facebook,Sports,United Kingdom,Sub_Urban,702,Student,16546,True,False,False,High,,,
,50,male,1,YouTube,Lifestlye,United Kingdom,Rural,703,Software Engineer,10395,True,True,True,Low,,,
,37,female,6,Instagram,Travel,United States,Sub_Urban,704,Software Engineer,10938,True,False,True,Low,,,
,30,male,6,YouTube,Lifestlye,Australia,Urban,705,Student,19828,False,True,True,High,,,
,45,non-binary,1,YouTube,Sports,United Kingdom,Urban,706,Marketer Manager,12510,True,True,True,Medium,,,
,46,non-binary,3,Facebook,Sports,Australia,Sub_Urban,707,Software Engineer,14636,False,True,False,Medium,,,
,30,non-binary,5,Instagram,Lifestlye,United States,Sub_Urban,708,Marketer Manager,11649,False,True,False,Low,,,
,63,female,3,Facebook,Travel,United Kingdom,Sub_Urban,709,Student,13690,True,True,False,Medium,,,
,52,female,3,Instagram,Travel,United Kingdom,Rural,710,Student,13435,True,False,True,Medium,,,
,23,non-binary,3,YouTube,Travel,United States,Urban,711,Software Engineer,13201,False,True,True,Medium,,,
,35,male,5,Instagram,Travel,United Kingdom,Rural,712,Student,14179,True,True,True,Medium,,,
,22,female,5,Facebook,Lifestlye,United States,Rural,713,Software Engineer,18405,False,True,True,High,,,
,64,non-binary,4,Facebook,Lifestlye,United Kingdom,Urban,714,Marketer Manager,13237,True,True,False,Medium,,,
,42,non-binary,1,Facebook,Sports,United States,Urban,715,Software Engineer,13862,True,True,False,Medium,,,
,19,female,5,Instagram,Travel,United Kingdom,Sub_Urban,716,Software Engineer,10058,True,False,True,Low,,,
,27,female,5,YouTube,Travel,Australia,Sub_Urban,717,Marketer Manager,14938,True,True,True,Medium,,,
,47,female,4,YouTube,Travel,Australia,Rural,718,Software Engineer,12971,True,True,False,Medium,,,
,62,male,6,Instagram,Lifestlye,Australia,Sub_Urban,719,Software Engineer,19719,False,False,False,High,,,
,22,male,4,Facebook,Travel,United Kingdom,Sub_Urban,720,Student,18314,True,True,False,High,,,
,50,non-binary,7,YouTube,Lifestlye,United Kingdom,Urban,721,Marketer Manager,19628,True,False,False,High,,,
,18,female,7,Facebook,Travel,Australia,Urban,722,Software Engineer,19354,True,False,True,High,,,
,35,male,2,Instagram,Travel,Australia,Sub_Urban,723,Marketer Manager,13345,False,False,False,Medium,,,
,49,female,3,Facebook,Sports,United States,Urban,724,Marketer Manager,12486,False,False,False,Medium,,,
,64,non-binary,1,YouTube,Travel,United States,Sub_Urban,725,Software Engineer,10561,False,True,False,Low,,,
,28,male,8,YouTube,Travel,United States,Urban,726,Student,13981,False,True,False,Medium,,,
,38,male,9,Facebook,Sports,Australia,Urban,727,Marketer Manager,16261,False,False,True,High,,,
,43,male,4,Instagram,Lifestlye,Australia,Urban,728,Software Engineer,11737,True,False,True,Low,,,
,42,non-binary,6,Facebook,Lifestlye,Australia,Urban,729,Marketer Manager,19096,True,True,True,High,,,
,39,female,9,Instagram,Travel,United States,Sub_Urban,730,Student,13554,True,False,True,Medium,,,
,44,male,6,Facebook,Lifestlye,United Kingdom,Rural,731,Student,19918,False,False,True,High,,,
,30,non-binary,9,YouTube,Travel,Australia,Urban,732,Student,19126,False,False,True,High,,,
,50,female,4,Instagram,Sports,United Kingdom,Sub_Urban,733,Software Engineer,17095,True,True,False,High,,,
,51,non-binary,8,Instagram,Sports,United Kingdom,Sub_Urban,734,Software Engineer,18266,False,False,False,High,,,
,58,female,9,Instagram,Travel,United Kingdom,Urban,735,Student,10294,False,True,False,Low,,,
,52,non-binary,4,YouTube,Sports,United States,Rural,736,Software Engineer,18212,False,True,False,High,,,
,18,female,5,Facebook,Sports,United Kingdom,Urban,737,Student,19230,True,True,True,High,,,
,38,male,8,YouTube,Travel,Australia,Sub_Urban,738,Software Engineer,15330,True,False,False,Low,,,
,23,female,6,Instagram,Travel,United States,Rural,739,Student,14655,False,False,True,Medium,,,
,45,non-binary,7,Facebook,Sports,Australia,Sub_Urban,740,Marketer Manager,11109,False,True,False,Low,,,
,34,non-binary,3,YouTube,Lifestlye,Australia,Urban,741,Student,13771,False,True,False,Medium,,,
,22,female,7,Instagram,Lifestlye,United States,Rural,742,Student,18563,False,True,False,High,,,
,48,male,8,Instagram,Travel,Australia,Sub_Urban,743,Software Engineer,16123,True,False,True,High,,,
,22,male,6,YouTube,Travel,Australia,Sub_Urban,744,Software Engineer,17647,False,False,False,High,,,
,55,female,9,YouTube,Lifestlye,United States,Sub_Urban,745,Software Engineer,11174,True,True,True,Low,,,
,20,female,6,YouTube,Sports,Australia,Urban,746,Software Engineer,11164,True,True,True,Low,,,
,40,non-binary,9,Instagram,Lifestlye,United Kingdom,Rural,747,Software Engineer,19284,True,False,False,High,,,
,54,male,4,YouTube,Lifestlye,Australia,Urban,748,Software Engineer,19475,False,True,True,High,,,
,54,female,8,Instagram,Lifestlye,United Kingdom,Urban,749,Marketer Manager,19037,True,False,True,High,,,
,27,male,4,YouTube,Lifestlye,Australia,Urban,750,Student,18712,True,False,False,High,,,
,27,female,2,Instagram,Travel,United States,Rural,751,Student,14466,False,True,False,Medium,,,
,36,female,9,Instagram,Travel,United States,Urban,752,Student,15538,False,True,False,Low,,,
,34,male,5,Facebook,Sports,Australia,Urban,753,Marketer Manager,17111,False,False,False,High,,,
,38,female,4,YouTube,Sports,United States,Urban,754,Student,18434,True,False,False,High,,,
,31,female,2,YouTube,Sports,Australia,Urban,755,Marketer Manager,12800,False,False,False,Medium,,,
,26,non-binary,1,Instagram,Sports,United States,Sub_Urban,756,Marketer Manager,14607,True,False,True,Medium,,,
,63,female,7,Instagram,Lifestlye,United Kingdom,Urban,757,Marketer Manager,17262,True,False,False,High,,,
,18,female,6,Instagram,Travel,Australia,Sub_Urban,758,Student,11541,False,True,False,Low,,,
,62,female,2,Facebook,Travel,United Kingdom,Urban,759,Marketer Manager,12765,True,False,True,Medium,,,
,30,non-binary,8,Facebook,Sports,United Kingdom,Rural,760,Student,14491,True,False,False,Medium,,,
,21,male,4,Instagram,Sports,Australia,Sub_Urban,761,Student,13083,True,False,True,Medium,,,
,18,non-binary,8,YouTube,Lifestlye,United Kingdom,Sub_Urban,762,Software Engineer,15356,True,True,False,Low,,,
,57,non-binary,7,YouTube,Lifestlye,Australia,Sub_Urban,763,Software Engineer,11857,False,True,False,Low,,,
,49,male,5,Facebook,Sports,United Kingdom,Sub_Urban,764,Marketer Manager,10769,True,False,True,Low,,,
,51,non-binary,8,Facebook,Travel,Australia,Rural,765,Marketer Manager,11422,False,False,False,Low,,,
,45,male,9,Instagram,Travel,Australia,Urban,766,Student,18598,True,True,True,High,,,
,48,non-binary,5,YouTube,Travel,United States,Sub_Urban,767,Marketer Manager,12972,True,True,False,Medium,,,
,25,male,5,Instagram,Sports,Australia,Rural,768,Marketer Manager,11872,False,True,False,Low,,,
,56,female,2,Facebook,Travel,Australia,Sub_Urban,769,Student,15599,True,True,True,Low,,,
,43,non-binary,5,YouTube,Lifestlye,United Kingdom,Urban,770,Marketer Manager,12269,True,False,False,Medium,,,
,51,non-binary,3,YouTube,Lifestlye,Australia,Sub_Urban,771,Marketer Manager,15275,True,True,False,Low,,,
,20,non-binary,7,Facebook,Sports,United States,Rural,772,Student,14749,True,False,True,Medium,,,
,29,non-binary,5,Instagram,Lifestlye,United Kingdom,Urban,773,Student,16571,True,False,False,High,,,
,18,female,8,Instagram,Sports,United Kingdom,Rural,774,Software Engineer,19373,True,True,True,High,,,
,61,non-binary,1,YouTube,Travel,United States,Urban,775,Student,15072,False,True,False,Low,,,
,22,female,3,Facebook,Travel,United Kingdom,Urban,776,Software Engineer,19631,False,True,True,High,,,
,47,female,3,YouTube,Travel,United Kingdom,Urban,777,Marketer Manager,15463,False,True,False,Low,,,
,47,female,9,Facebook,Lifestlye,United Kingdom,Sub_Urban,778,Student,17450,True,False,True,High,,,
,34,female,5,Instagram,Sports,United Kingdom,Rural,779,Student,18420,True,False,True,High,,,
,64,male,9,Facebook,Travel,United States,Rural,780,Student,13959,True,False,False,Medium,,,
,40,male,9,Instagram,Sports,United States,Rural,781,Marketer Manager,11313,False,True,False,Low,,,
,32,non-binary,1,Facebook,Travel,United Kingdom,Urban,782,Software Engineer,17847,True,False,True,High,,,
,54,male,2,YouTube,Lifestlye,United Kingdom,Sub_Urban,783,Marketer Manager,11070,False,True,False,Low,,,
,38,male,5,Instagram,Lifestlye,United States,Urban,784,Marketer Manager,19166,True,False,True,High,,,
,31,non-binary,4,YouTube,Sports,United States,Rural,785,Student,19930,True,True,False,High,,,
,19,non-binary,9,YouTube,Lifestlye,United States,Sub_Urban,786,Software Engineer,13285,True,False,False,Medium,,,
,28,non-binary,7,Instagram,Lifestlye,United Kingdom,Sub_Urban,787,Marketer Manager,18949,False,False,True,High,,,
,56,male,6,Instagram,Sports,United Kingdom,Sub_Urban,788,Student,13095,True,True,True,Medium,,,
,55,male,7,YouTube,Travel,Australia,Rural,789,Marketer Manager,10320,False,False,False,Low,,,
,51,non-binary,1,YouTube,Lifestlye,United States,Sub_Urban,790,Marketer Manager,12321,True,False,False,Medium,,,
,55,female,1,YouTube,Sports,United Kingdom,Sub_Urban,791,Student,10555,True,True,False,Low,,,
,51,non-binary,8,YouTube,Lifestlye,United States,Urban,792,Student,14939,False,True,False,Medium,,,
,35,female,2,Instagram,Lifestlye,United Kingdom,Urban,793,Software Engineer,15432,True,True,False,Low,,,
,47,female,9,Instagram,Lifestlye,United States,Sub_Urban,794,Marketer Manager,11386,True,True,True,Low,,,
,32,non-binary,7,YouTube,Lifestlye,United Kingdom,Sub_Urban,795,Student,14763,True,True,False,Medium,,,
,44,non-binary,6,Facebook,Sports,Australia,Urban,796,Student,16854,True,False,False,High,,,
,51,non-binary,1,Facebook,Sports,Australia,Urban,797,Software Engineer,17637,False,True,True,High,,,
,55,male,1,Instagram,Sports,United States,Urban,798,Software Engineer,14841,False,False,True,Medium,,,
,50,female,2,YouTube,Lifestlye,United Kingdom,Rural,799,Student,13867,True,False,True,Medium,,,
,41,male,6,YouTube,Lifestlye,United Kingdom,Rural,800,Software Engineer,13793,True,True,False,Medium,,,
,32,male,6,Instagram,Lifestlye,United States,Urban,801,Student,17373,False,False,True,High,,,
,47,non-binary,2,Facebook,Sports,United Kingdom,Sub_Urban,802,Marketer Manager,12513,True,False,True,Medium,,,
,59,male,1,Facebook,Lifestlye,United States,Urban,803,Software Engineer,13803,False,True,True,Medium,,,
,34,non-binary,5,Facebook,Travel,United Kingdom,Rural,804,Marketer Manager,12327,True,False,True,Medium,,,
,22,female,5,Instagram,Lifestlye,United States,Sub_Urban,805,Marketer Manager,18809,False,True,False,High,,,
,46,non-binary,2,Facebook,Travel,United Kingdom,Rural,806,Marketer Manager,12165,False,True,False,Medium,,,
,21,male,6,Instagram,Lifestlye,United States,Sub_Urban,807,Student,13308,False,True,False,Medium,,,
,27,male,9,Instagram,Sports,United Kingdom,Rural,808,Marketer Manager,16452,False,False,True,High,,,
,34,non-binary,2,YouTube,Lifestlye,Australia,Sub_Urban,809,Marketer Manager,18067,True,False,True,High,,,
,27,non-binary,2,Facebook,Travel,United Kingdom,Sub_Urban,810,Marketer Manager,17642,True,False,True,High,,,
,34,male,3,Instagram,Travel,United States,Sub_Urban,811,Student,16404,False,False,True,High,,,
,37,female,7,Facebook,Lifestlye,Australia,Sub_Urban,812,Marketer Manager,10992,False,True,True,Low,,,
,41,female,6,Facebook,Travel,United Kingdom,Rural,813,Marketer Manager,15424,False,False,True,Low,,,
,22,non-binary,8,YouTube,Travel,Australia,Rural,814,Software Engineer,19569,False,True,False,High,,,
,51,female,8,Facebook,Sports,United Kingdom,Sub_Urban,815,Student,14381,True,False,False,Medium,,,
,23,male,6,YouTube,Lifestlye,Australia,Sub_Urban,816,Marketer Manager,13174,False,False,True,Medium,,,
